546824.918398,183066.994032
546824.896119,183167.003105
546344.051415,183114.310993
546238.004374,183210.123633
546314.779102,182980.026001
546261.935996,183127.338146
546588.996963,183177.018993
546566.576342,183127.094155
546504.999583,182963.911798
546232.928226,183128.001852
546245.940182,183344.223572
546370.687921,183192.050622
546370.050451,183193.315582
546411.069473,183318.355336
546499.004866,183284.082462
546730.888253,183266.993219
546706.861,182995.007236
546714.975019,183092.999456
546629.002826,183089.953294
546542.705727,183049.045965
546747.15737,183059.080606
546824.997416,183064.997159
546740.683785,183174.219795
546635.044556,183019.308804
546542.05116,183050.317987
546745.022235,182983.20357
546243.003274,183280.064183
546430.996943,182966.022794
546327.999322,182967.005204
546714.971563,183094.998737
546706.053638,182996.313349
546265.996416,182966.995498
546238.924874,183208.998485
546714.997722,183058.993877
546616.463713,182972.48164
546258.178143,183059.811115
546616.224527,182974.183228
546232.003873,183129.059822
546716.003623,183173.990167
546314.147572,182966.995498
546300.9967,182966.995498
546314.988565,182982.001432
546420.464238,183721.153535
551210.502788,182873.133855
546731.089239,183265.003572
546589.744825,183176.027622
546824.005962,183167.867505
546942.99312,183296.142092
545642.653412,182147.937515
545716.403019,181948.798417
545831.029265,181794.226877
545892.998313,182791.016703
545571.666197,182345.944856
545564.066966,182362.648263
545578.043058,183073.72736
545223.504114,183428.874089
545249.080097,183382.38624
545301.04674,183359.709532
545566.056315,182975.669158
545682.996572,182795.023815
545473.685655,182635.948864
545552.996512,182795.004729
545438.039253,182762.735794
545468.035011,182654.735897
545579.685012,182686.944551
545473.043701,182634.717898
545325.043219,182737.724022
545325.772656,182738.9739
545665.184216,182152.493951
545683.864193,182795.995952
545720.659588,182578.937042
545053.039082,183105.717204
545331.721459,183144.965761
545806.460582,182990.154175
545659.043481,182947.720184
545542.783907,183215.981407
545542.722847,183214.042991
545562.254469,183284.33813
545609.038409,183326.71755
545683.719073,183349.95693
545683.020266,183348.778936
545726.041503,183199.722691
545177.112432,183487.529933
545143.115939,183552.535344
545516.061121,183425.66239
545468.031322,183553.253082
545388.124755,183507.510407
545446.740402,182734.967813
545446.538481,182734.889137
545770.012528,182439.828116
545892.990366,182691.004264
545720.047146,182577.694122
545222.823866,183155.986308
545195.120748,183071.5117
545371.733503,183002.958402
545444.032934,183035.729373
545311.043692,183218.837189
545803.013101,183138.85628
545222.037015,183154.726944
545630.037138,183171.716813
545672.000764,182891.999688
545566.174439,182976.568732
545617.016519,182940.838586
545520.505944,183057.869291
545803.73568,183139.9598
545556.722916,183151.964328
545802.011857,183293.003489
545474.24123,182955.347964
545448.594912,183014.91458
545556.035681,183150.729893
545863.485669,183338.855348
545274.424227,183460.821891
545305.052887,183415.680726
545208.115051,183690.467218
545274.083974,183459.603563
545342.527262,183575.884182
545410.053746,183451.680402
545342.130436,183574.502657
545375.490758,183594.855378
545497.613706,183480.074349
545895.003274,183152.059573
545965.004765,183148.075053
545863.202605,183337.399245
545899.003192,183365.074884
545819.996326,183227.001072
545895.023831,183284.794998
545961.004363,183100.04221
545895.948403,183151.003958
545991.710092,183233.04168
545705.725361,182630.962803
545537.08622,182329.594093
545662.045374,182615.686305
545213.505099,183422.86239
545400.036382,183023.736108
545520.040166,183056.718403
545320.727887,183183.966121
545659.792465,182948.978465
545348.761273,183148.567715
545406.998465,183002.000682
545832.002505,183031.944539
545394.358064,183170.307405
545614.997994,183226.00044
545223.14911,183427.472063
545497.669432,183481.94352
545306.50311,183638.871686
545521.068983,183539.373227
545306.057993,183637.665638
545910.002366,183104.003105
545895.932868,183286.0021
545965.96898,183299.000728
545961.920349,183099.000877
545965.004428,183300.066674
545666.046545,182153.650878
545642.030498,182146.762966
545564.641129,182363.930359
545468.755473,182655.974904
545460.71638,182682.955876
545438.736801,182763.967906
545460.060654,182681.655391
545471.774373,182686.97029
545213.146151,183421.479973
545364.723657,183026.958735
545367.921995,183015.971663
545444.817562,183036.979551
545823.748393,183067.965341
545389.067724,183443.643053
545966.99752,183360.003
545436.72385,182770.96326
545263.44222,183323.336053
545307.699089,183227.628933
545305.515577,183233.557765
545356.484169,183059.097849
545349.498464,183149.93607
545366.110616,183061.346987
545355.759687,183057.901741
545331.03523,183143.735371
545786.09506,183372.322762
545786.986924,183370.91986
546116.051984,181727.68876
546174.341345,181746.250546
546275.103622,181862.558266
546059.776923,181982.973177
546534.26757,181990.47131
546831.488386,182141.140935
546517.569624,181982.463696
546516.244433,182002.025297
546515.479274,182001.505546
547960.064925,182741.349493
547692.199084,182944.605875
547238.018764,183037.196126
546452.104092,182779.906789
546891.910652,182260.001303
547000.048122,182279.185117
547447.78145,182428.02423
546935.974124,183068.996366
546261.000035,183690.982388
546157.278246,183731.447087
546004.919664,183894.760013
547628.506452,183858.585135
547111.024173,183576.22084
546966.98399,183570.474661
547757.023474,183551.21243
546438.349408,182567.856064
546615.00189,182777.023679
546837.997742,182772.021922
547000.436027,182278.67411
546398.568194,182482.906366
