546833.082388,182963.999197
546836.604695,183281.995471
546543.95136,183049.694161
546371.99143,183192.87311
546345.222998,183114.978904
546345.990298,183113.844916
546718.003326,183173.972637
546590.421551,183177.900642
546617.847267,182973.488221
546239.069991,183210.993212
546412.99006,183317.839015
546412.314,183318.945207
546567.950374,183127.684633
546500.934674,183283.644444
546732.000695,183265.922201
546741.796539,183173.15289
546716.139054,183059.989122
546717.028642,183174.995931
546715.998951,183094.046137
546567.295318,183128.955183
546825.993492,183066.085666
546824.997416,183168.997961
546825.994704,183167.924367
546707.95367,182995.689003
546636.944556,183018.684361
546833.98262,182964.793416
546317.01097,183274.999032
546506.995637,182963.969346
546432.996531,182965.986078
546716.026201,183057.999568
546746.950193,182982.684763
546302.9967,182966.995498
546244.072254,183280.993356
546749.153432,183059.174398
546636.383015,183019.922634
546262.993618,183128.177174
546647.3078,182935.494726
546263.921511,183127.118948
546742.681055,183174.152278
546329.999275,182966.995498
546316.147572,182966.995498
546315.158168,182965.995554
546491.531665,183833.843452
551247.492937,182937.872345
546698.123469,183649.066878
546615.754639,183275.970096
546939.99333,183183.129123
546730.013677,183265.859137
545717.349904,181947.059887
545832.601833,181793.20003
546117.976481,181727.774543
546189.676363,182784.836808
545643.339474,182146.058904
545771.934977,182440.346477
545804.963979,183139.273769
545250.493181,183381.126151
545302.923721,183359.613465
545517.956892,183426.297576
545824.940186,183067.330633
545894.997914,182790.976791
545565.320942,182362.050056
545684.99639,182795.004729
545554.959904,182795.272825
545580.964601,182686.26484
545586.320262,182667.052466
545586.963067,182668.283716
545437.959958,182770.278911
545331.232015,182716.024206
545844.54941,182182.434771
545706.134655,182629.010738
545771.338911,182439.056155
545223.958969,183155.280186
545357.010208,183057.168479
545833.536764,183032.841343
545807.955993,182991.279378
545557.211407,183150.025925
545563.274872,183285.965983
545610.742617,183327.668785
545684.954948,183349.281048
545727.279946,183199.038022
545787.986308,183372.136804
545821.957452,183227.277182
545343.881711,183575.467888
545307.885881,183638.465836
545671.002039,183481.999895
545522.964285,183538.746436
545469.869771,183553.487985
545461.26042,182681.031456
545472.461252,182685.108987
545882.98728,182459.109161
545894.008174,182791.995826
545783.989142,182598.003932
545234.172113,183092.014802
545234.872656,183093.483171
545437.26887,182769.038963
545521.963647,183057.266107
545321.267021,183182.040161
545896.9918,183152.142523
545321.960849,183183.278403
545727.962628,183200.278805
545684.119128,182794.01229
545618.827455,182940.437125
545660.989664,182948.165287
545567.492806,182975.133362
545824.265103,183066.033335
545579.27858,183073.043364
545821.272751,183226.040037
545489.760046,182968.645892
545475.409573,182955.086107
545631.95917,183172.26975
545896.518541,183284.148419
545306.577471,183415.179456
545390.950924,183444.315203
545307.882585,183637.534746
545371.913541,183502.403165
545376.472024,183512.116482
545498.944728,183481.314631
545376.86885,183594.494822
545398.132058,183556.807063
545522.379781,183539.925779
545967.000587,183147.946652
546037.000234,183142.92375
